 251 	Q0	FSP950413-105	0	11.40939998626709	jonas
 251 	Q0	FSP950724-049	1	10.025400161743164	jonas
 251 	Q0	FSP950506-008	2	8.163000106811523	jonas
 251 	Q0	FSP950724-011	3	8.080599784851074	jonas
 251 	Q0	FSP950223-042	4	8.001799583435059	jonas
 251 	Q0	FSP950412-018	5	7.980500221252441	jonas
 251 	Q0	FSP950503-005	6	7.91949987411499	jonas
 251 	Q0	FSP950413-014	7	7.782100200653076	jonas
 251 	Q0	FSP950221-026	8	7.720200061798096	jonas
 251 	Q0	FSP950710-012	9	7.6234002113342285	jonas
 251 	Q0	FSP950711-005	10	7.591000080108643	jonas
 251 	Q0	FSP950531-012	11	7.54010009765625	jonas
 251 	Q0	FSP950210-008	12	7.522600173950195	jonas
 251 	Q0	FSP950506-009	13	7.494699954986572	jonas
 251 	Q0	FSP950628-014	14	7.421299934387207	jonas
 251 	Q0	FSP950824-041	15	7.419000148773193	jonas
 251 	Q0	FSP950203-016	16	7.415200233459473	jonas
 251 	Q0	FSP950210-002	17	7.368899822235107	jonas
 251 	Q0	FSP950205-040	18	7.360599994659424	jonas
 251 	Q0	FSP950816-105	19	7.2993998527526855	jonas
 251 	Q0	FSP950917-021	20	7.298900127410889	jonas
 251 	Q0	FSP950105-021	21	7.293499946594238	jonas
 251 	Q0	FSP950915-025	22	7.285200119018555	jonas
 251 	Q0	FSP950509-025	23	7.283999919891357	jonas
 251 	Q0	FSP950401-026	24	7.275199890136719	jonas
 251 	Q0	FSP950823-013	25	7.274099826812744	jonas
 251 	Q0	FSP950711-002	26	7.252799987792969	jonas
 251 	Q0	FSP950703-017	27	7.232900142669678	jonas
 251 	Q0	FSP950513-018	28	7.219200134277344	jonas
 251 	Q0	FSP950515-013	29	7.218500137329102	jonas
 251 	Q0	FSP951023-026	30	7.218499183654785	jonas
 251 	Q0	FSP951127-010	31	7.212299823760986	jonas
 251 	Q0	FSP950521-025	32	7.191100120544434	jonas
 251 	Q0	FSP950802-022	33	7.190199851989746	jonas
 251 	Q0	FSP950507-009	34	7.183000087738037	jonas
 251 	Q0	FSP950201-017	35	7.144599914550781	jonas
 251 	Q0	FSP950217-136	36	7.093800067901611	jonas
 251 	Q0	FSP950611-029	37	7.070099830627441	jonas
 251 	Q0	FSP950709-021	38	7.0644001960754395	jonas
 251 	Q0	FSP950709-034	39	7.031199932098389	jonas
 251 	Q0	FSP950105-040	40	7.025899887084961	jonas
 251 	Q0	FSP950123-007	41	7.014900207519531	jonas
 251 	Q0	FSP951018-119	42	6.980400085449219	jonas
 251 	Q0	FSP950405-045	43	6.973599910736084	jonas
 251 	Q0	FSP950701-020	44	6.9328999519348145	jonas
 251 	Q0	FSP950825-027	45	6.840700149536133	jonas
 251 	Q0	FSP950327-019	46	6.826399803161621	jonas
 251 	Q0	FSP950906-017	47	6.7906999588012695	jonas
 251 	Q0	FSP950602-010	48	6.787300109863281	jonas
 251 	Q0	FSP950604-024	49	6.781599998474121	jonas
 251 	Q0	FSP950327-016	50	6.76800012588501	jonas
 251 	Q0	FSP950412-020	51	6.75540018081665	jonas
 251 	Q0	FSP950210-033	52	6.746600151062012	jonas
 251 	Q0	FSP950524-001	53	6.69379997253418	jonas
 251 	Q0	FSP950508-010	54	6.677999973297119	jonas
 251 	Q0	FSP950221-025	55	6.667200088500977	jonas
 251 	Q0	FSP950315-114	56	6.656499862670898	jonas
 251 	Q0	FSP950806-034	57	6.626999855041504	jonas
 251 	Q0	FSP950823-082	58	6.624199867248535	jonas
 251 	Q0	FSP950907-036	59	6.6184000968933105	jonas
 251 	Q0	FSP950721-009	60	6.568399906158447	jonas
 251 	Q0	FSP950413-023	61	6.557400226593018	jonas
 251 	Q0	FSP950912-038	62	6.495800018310547	jonas
 251 	Q0	FSP950816-087	63	6.400300025939941	jonas
 251 	Q0	FSP950703-045	64	6.396299839019775	jonas
 251 	Q0	FSP950912-100	65	6.312600135803223	jonas
 251 	Q0	FSP950323-073	66	6.3018999099731445	jonas
 251 	Q0	FSP950921-014	67	6.301898956298828	jonas
 251 	Q0	FSP950418-033	68	6.291999816894531	jonas
 251 	Q0	FSP950506-011	69	6.263700008392334	jonas
 251 	Q0	FSP950506-010	70	6.242599964141846	jonas
 251 	Q0	FSP950525-014	71	6.214200019836426	jonas
